Listing ID,Property Type,Street #,Street Name,City,Sale Type,Sale Price,Price Per SqFt,Bedrooms,Full Bath,Half Bath,Property Sqft,Age,Lot SqFt,DOM,View?,Pool?,Sale Date,MLS,Commission,Commission Level,Median Household Income
IV22076312,SFR/D,2242,Rockwell RD  ,Riverside,STD,1772450,343.3,4,4,1,5163,37,34848,14,Y,Y,44715,CRMLSM,0.02,Medium,76755
CV21269026,SFR/D,5081,Gateway RD  ,Rancho Cucamonga,PRO,1750000,406.98,4,4,1,4300,37,24500,10,Y,Y,44589,CRMLSM,0.03,High,97046
CV22018717,SFR/D,2471,Santa Rosa CT  ,Upland,STD,1750000,433.92,4,3,1,4033,41,20618,6,Y,Y,44638,CRMLSM,0.025,Medium,82259
IV22034023,SFR/D,7575 W,Meyers RD  ,San Bernardino,STD,1750000,406.69,5,4,0,4303,43,283140,43,Y,Y,44722,CRMLSM,0.015,Low,55372
CV22099052,SFR/D,6765,Avana PL  ,Rancho Cucamonga,STD,1750000,384.62,5,5,0,4550,5,20490,5,Y,N,44750,CRMLSM,0.02,Medium,97046
SW22074842,SFR/D,43831,Mountain Run CIR  ,Temecula,STD,1750000,530.3,4,3,2,3300,3,145490,36,Y,Y,44757,CRMLSM,0.025,Medium,103546
IV22001551,SFR/D,16830,Suttles DR  ,Riverside,"STD,TRUS",1750000,341.73,6,5,1,5121,15,64469,165,Y,N,44760,CRMLSM,0.02,Medium,76755
EV22026124,SFR/D,1632,Smiley Heights DR  ,Redlands,STD,1750000,287.55,4,4,1,6086,43,46000,254,Y,N,44973,CRMLSM,0.025,Medium,87184
SW23000801,SFR/D,36100,Calle Tequila   ,Temecula,STD,1750000,538.46,4,3,0,3250,36,514008,7,Y,Y,44974,CRMLSM,0.025,Medium,103546
EV23016234,SFR/D,5411,Carriage PL  ,Rancho Cucamonga,STD,1750000,425.79,4,4,1,4110,22,23293,4,Y,Y,45002,CRMLSM,0.02,Medium,97046
PW23021104,SFR/D,37035,Yuma LN  ,Temecula,TRUS,1750000,760.87,4,2,0,2300,34,218671,60,Y,N,45025,CRMLSM,0.025,Medium,103546
OC23011160,SFR/D,2225,Da Vinci DR  ,Riverside,STD,1745000,359.94,6,4,1,4848,42,48352,18,Y,Y,45001,CRMLSM,0.025,Medium,76755
EV22001776,SFR/D,1717,Chapparal RD  ,Redlands,STD,1737500,366.56,4,3,1,4740,18,34400,213,Y,Y,44830,CRMLSM,0.02,Medium,87184
OC22246384,SFR/D,33905,Pauba RD  ,Temecula,STD,1737500,554.05,4,3,1,3136,34,206910,110,Y,Y,45033,CRMLSM,0.02,Medium,103546
IV22092674,SFR/D,17150,Frankland LN  ,Riverside,STD,1735000,400.42,5,3,1,4333,10,99317,6,Y,Y,44722,CRMLSM,0.02,Medium,76755
SW21188937,SFR/D,39545,Via De Oro   ,Temecula,STD,1732500,327.32,5,5,0,5293,34,217364,36,Y,Y,44564,CRMLSM,0.02,Medium,103546
IV23025675,SFR/D,2075,Myers ST  ,Riverside,STD,1730000,616.1,5,3,1,2808,87,428630,29,Y,N,45042,CRMLSM,0.025,Medium,76755
220001023SD,SFR/D,43996,Calle de Velardo   ,Temecula,,1725000,375.33,4,3,2,4596,23,98445,38,Y,N,44645,SAND,0.025,Medium,103546
IV22055813,SFR/D,10659,Hillside RD  ,Rancho Cucamonga,STD,1725000,494.13,4,3,1,3491,42,40230,7,Y,Y,44691,CRMLSM,0.02,Medium,97046
IV21253286,SFR/A,1471,Ravenswood LN  ,Riverside,STD,1725000,241.94,4,3,2,7130,34,53579,13,Y,Y,44734,CRMLSM,0.025,Medium,76755
IG22218304,SFR/D,5819,Pinto PL  ,Rancho Cucamonga,STD,1722000,511.13,4,3,1,3369,5,28440,23,Y,Y,44922,CRMLSM,0.02,Medium,97046
OC22086124,SFR/D,40328,Odessa DR  ,Temecula,STD,1720000,516.05,4,2,1,3333,22,20473,6,Y,Y,44705,CRMLSM,0.02,Medium,103546
CV22104474,SFR/D,10571,Shady Lane CT  ,Rancho Cucamonga,STD,1710000,382.29,4,4,1,4473,17,21600,143,Y,Y,44952,CRMLSM,0.02,Medium,97046
CV21216993,SFR/D,257 W,Clark ST  ,Upland,STD,1700000,282.81,5,4,0,6011,40,22712,66,N,Y,44603,CRMLSM,0.025,Medium,82259
PW21268707,SFR/D,2400,Mabey Canyon RD  ,Corona,STD,1700000,740.1,4,3,0,2297,48,326700,38,Y,Y,44635,CRMLSM,0.02,Medium,95268
OC22010089,SFR/D,8198,Soft Winds DR  ,Corona,STD,1700000,318.23,5,5,0,5342,18,10890,29,Y,N,44637,CRMLSM,0.02,Medium,95268
TR22084874,SFR/D,649,Jillian Ashley WAY  ,Corona,STD,1700000,393.15,5,4,0,4324,19,21344,14,Y,Y,44706,CRMLSM,0.02,Medium,95268
IV22109510,SFR/D,1903,Middle Creek RD  ,Riverside,STD,1700000,300.62,6,5,1,5655,33,129809,92,Y,Y,44817,CRMLSM,0.0175,Low,76755
220017009SD,SFR/D,29951,Chantelle Ct.   ,Temecula,,1700000,403.61,4,3,1,4212,9,52272,7,,N,44823,SAND,0.025,Medium,103546
OC22133448,SFR/D,6941,Orozco DR  ,Riverside,STD,1700000,281.92,6,4,1,6030,33,23522,34,Y,Y,44830,CRMLSM,0.025,Medium,76755
SW22200288,SFR/D,39635,Stirrup RD  ,Temecula,STD,1700000,293.1,7,5,1,5800,16,956578,13,Y,N,44861,CRMLSM,0.025,Medium,103546
SW22109411,SFR/D,23920,La Vella RD  ,Temecula,STD,1700000,303.57,4,4,0,5600,32,235660,159,Y,N,44918,CRMLSM,0.025,Medium,103546
CV23047988,SFR/D,11133,Martingale WAY  ,Rancho Cucamonga,STD,1700000,393.34,4,4,1,4322,24,21332,5,Y,Y,45015,CRMLSM,0.02,Medium,97046
EV22177463,SFR/D,8099,Inspiration DR  ,Rancho Cucamonga,STD,1690000,427.85,4,3,0,3950,27,43520,18,Y,Y,44834,CRMLSM,0.03,High,97046
IG22195959,SFR/D,437 W,Orange Heights LN  ,Corona,STD,1688000,422,5,4,0,4000,24,40946,114,Y,Y,45033,CRMLSM,0.02,Medium,95268
IV21261282,SFR/D,1959,Sycamore Hill DR  ,Riverside,STD,1680000,337.42,5,3,1,4979,21,29185,6,N,Y,44586,CRMLSM,0.02,Medium,76755
IV22114689,SFR/D,6199,Hawarden DR  ,Riverside,STD,1680000,323.95,3,2,1,5186,38,56192,0,Y,Y,44742,CRMLSM,0.025,Medium,76755
IG22025566,SFR/D,8757,Luxury CT  ,Corona,STD,1675000,305.99,7,5,1,5474,7,14375,119,Y,N,44760,CRMLSM,0.025,Medium,95268
EV23004911,SFR/D,111,Sierra Vista DR  ,Redlands,STD,1675000,472.23,5,3,0,3547,69,59242,0,Y,N,44931,CRMLSM,0.025,Medium,87184
IV23053715,SFR/D,7750,Meadow Ridge CT  ,Riverside,STD,1675000,409.14,4,4,1,4094,8,60548,31,Y,Y,45037,CRMLSM,0.02,Medium,76755
IG22106263,SFR/D,1183,Kendrick CT  ,Corona,STD,1670000,347.34,5,5,1,4808,17,10890,5,Y,Y,44735,CRMLSM,0.025,Medium,95268
CV23045515,SFR/D,17148,Rocky Bend CT  ,Riverside,STD,1669888,310.97,5,4,1,5370,17,20909,27,Y,Y,45031,CRMLSM,0.025,Medium,76755
OC21246701,SFR/D,9007,Reales ST  ,Rancho Cucamonga,STD,1665000,462.24,4,3,2,3602,18,20250,8,Y,N,44606,CRMLSM,0.025,Medium,97046
TR22229314,SFR/D,1104,Thoroughbred LN  ,Norco,STD,1665000,427.47,4,4,1,3895,23,37897,6,Y,N,44909,CRMLSM,0.02,Medium,115619
PW22110359,SFR/D,1481,Gilcross WAY  ,Riverside,STD,1660000,322.96,5,6,0,5140,31,22651,7,Y,Y,44740,CRMLSM,0.025,Medium,76755
NP22095025,SFR/A,13368,Silver Sky Road   ,Rancho Cucamonga,STD,1655000,346.6,5,4,1,4775,1,15272,14,Y,N,44701,CRMLSM,0.006042296,Low,97046
NP22130587,SFR/A,13365,Silver Sky Road   ,Rancho Cucamonga,STD,1655000,346.6,5,4,1,4775,1,16702,32,Y,N,44760,CRMLSM,,,97046
CV22039590,SFR/D,5226,Tahoe PL  ,Rancho Cucamonga,STD,1650000,392.95,5,4,0,4199,17,26013,9,Y,Y,44662,CRMLSM,0.02,Medium,97046
IG22046319,SFR/D,8675,Edelweiss DR  ,Corona,STD,1650000,347.88,5,4,1,4743,18,17424,3,Y,Y,44690,CRMLSM,0.025,Medium,95268
CV22086568,SFR/D,5557,Orion PL  ,Rancho Cucamonga,STD,1650000,422.21,4,3,1,3908,9,21511,8,Y,Y,44725,CRMLSM,0.02,Medium,97046
EV22074728,SFR/D,9852,Fremont ST  ,Yucaipa,"STD,TRUS",1650000,437.67,4,3,0,3770,6,435600,24,Y,Y,44727,CRMLSM,0.025,Medium,75456
SW21173970,SFR/D,39850,Kapalua WAY  ,Temecula,STD,1650000,446.19,3,3,0,3698,31,679536,127,Y,N,44754,CRMLSM,0.02,Medium,103546
IV22031351,SFR/D,1604,Smiley Ridge   ,Redlands,"STD,TRUS",1650000,289.63,4,4,1,5697,27,29185,126,Y,N,44781,CRMLSM,0.025,Medium,87184
OC22084892,SFR/D,7350,Poppy ST  ,Corona,STD,1650000,280.33,8,7,1,5886,36,99752,170,Y,N,44918,CRMLSM,0.025,Medium,95268
IV22212206,SFR/D,7040,Via Vista DR  ,Riverside,"STD,TRUS",1650000,320.39,5,3,1,5150,27,43560,84,Y,Y,44952,CRMLSM,0.025,Medium,76755
EV22076768,SFR/D,209,Campbell AVE  ,Redlands,"STD,TRUS",1650000,366.99,5,3,2,4496,23,19602,89,Y,Y,44953,CRMLSM,0.025,Medium,87184
IV22254265,SFR/D,7756,Kingdom Drive   ,Riverside,STD,1650000,442.72,4,4,2,3727,8,43996,10,Y,Y,44957,CRMLSM,0.025,Medium,76755
SW22209020,SFR/D,38911,Avenida Arriba   ,Temecula,STD,1650000,264,9,7,0,6250,36,113256,78,Y,N,44998,CRMLSM,0.025,Medium,103546
SW22245157,SFR/D,40055,Calle Bellagio   ,Temecula,STD,1650000,383.28,7,3,0,4305,35,106286,164,Y,Y,45035,CRMLSM,0.025,Medium,103546
PW21250781,SFR/D,17832,Canyonwood   ,Riverside,STD,1644000,444.2,4,3,1,3701,19,43996,26,Y,Y,44593,CRMLSM,0.02,Medium,76755
IV22110720,SFR/D,2442,Prince Albert DR  ,Riverside,STD,1637000,308.05,6,5,1,5314,90,47480,29,Y,Y,44769,CRMLSM,0.025,Medium,76755
SDC0000371SD,SFR/D,35251,Calle Campo   ,Temecula,,1630000,556.31,4,2,1,2930,36,198634,40,Y,N,44802,SAND,0.02,Medium,103546
IV20150883,SFR/D,7300,Chateau Ridge LN  ,Riverside,STD,1625000,265.13,6,6,1,6129,23,36590,135,Y,Y,44592,CRMLSM,0.025,Medium,76755
IG21267091,SFR/D,1180,Cleveland WAY  ,Corona,STD,1625000,396.34,5,4,1,4100,20,28314,12,Y,Y,44595,CRMLSM,0.0225,Medium,95268
IG22066893,SFR/D,1500,Suncountry CIR  ,Corona,STD,1625000,448.65,6,4,0,3622,21,21780,10,Y,Y,44712,CRMLSM,0.02,Medium,95268
CV22082594,SFR/D,5069,Stillwater WAY  ,Rancho Cucamonga,STD,1625000,372.11,4,4,1,4367,16,10151,16,Y,Y,44739,CRMLSM,0.02,Medium,97046
SW22070019,SFR/D,40885,Via Media   ,Temecula,STD,1625000,368.48,6,5,0,4410,34,62726,56,Y,Y,44741,CRMLSM,0.025,Medium,103546
CV22134231,SFR/D,1760 N,Laurel AVE  ,Upland,"STD,TRUS",1625000,441.58,4,2,1,3680,50,20100,24,Y,Y,44778,CRMLSM,0.02,Medium,82259
CV22135893,SFR/D,10150,Waterford LN  ,Rancho Cucamonga,STD,1625000,465.22,5,5,0,3493,20,21038,72,Y,Y,44840,CRMLSM,0.02,Medium,97046
SW22103975,SFR/D,40368,Odessa DR  ,Temecula,STD,1615000,314.94,6,4,1,5128,22,21344,29,Y,Y,44742,CRMLSM,0.025,Medium,103546
JT22100841,SFR/D,12794,Windstar DR  ,Rancho Cucamonga,REO,1615000,323,5,5,1,5000,21,27689,25,Y,N,44768,CRMLSM,0.03,High,97046
IG22040178,SFR/D,13514,Pointer CT  ,Riverside,STD,1610000,305.5,5,4,1,5270,4,14375,4,Y,Y,44665,CRMLSM,0.025,Medium,76755
IV23002501,SFR/D,2534,Adage WAY  ,Riverside,STD,1608000,455.91,4,3,1,3527,26,23958,7,Y,Y,44993,CRMLSM,0.025,Medium,76755
EV22150198,SFR/D,1385,Fountain PL  ,Redlands,STD,1605000,308.83,4,5,1,5197,17,24357,8,Y,Y,44804,CRMLSM,0.02,Medium,87184
SW21267649,SFR/D,615,Jocelyn Shelby WAY  ,Corona,STD,1600000,394.28,5,4,0,4058,24,20038,10,Y,Y,44594,CRMLSM,0.0225,Medium,95268
AR22021908,SFR/D,1679 N,Quince WAY  ,Upland,STD,1600000,430.92,2,3,1,3713,48,16200,1,Y,N,44620,CRMLSM,0.02,Medium,82259
OC21193121,COMRES/D,28741,San Timoteo Canyon RD  ,Redlands,STD,1600000,533.33,5,3,0,3000,55,2221124,119,N,N,44637,CRMLSM,0.03,High,87184
PW22036441,SFR/D,41905,Chaparral DR  ,Temecula,STD,1600000,616.33,3,2,1,2596,35,148104,5,Y,Y,44645,CRMLSM,0.025,Medium,103546
BB22038743,SFR/D,39700,Avenida Arizona   ,Temecula,STD,1600000,559.25,3,3,0,2861,38,88862,16,Y,Y,44697,CRMLSM,0.02,Medium,103546
JT22042819,SFR/D,121,Sierra Vista DR  ,Redlands,AUC,1600000,732.94,4,2,1,2183,71,86248,31,Y,N,44704,CRMLSM,0.025,Medium,87184
IV22077573,SFR/D,10804,Boulder Canyon RD  ,Rancho Cucamonga,STD,1600000,401.51,3,2,1,3985,21,20000,30,Y,N,44722,CRMLSM,0.02,Medium,97046
OC21207258,SFR/D,2431,Stetson DR  ,Norco,STD,1600000,398.41,5,3,0,4016,27,21780,108,Y,Y,44729,CRMLSM,0.025,Medium,115619
IV22104202,SFR/D,17874,Wildwood Creek RD  ,Riverside,STD,1600000,337.62,5,4,1,4739,17,43560,18,Y,Y,44749,CRMLSM,0.02,Medium,76755
TR22132623,SFR/D,7051,Via Savino PL  ,Rancho Cucamonga,STD,1600000,399.9,4,5,1,4001,16,15501,4,Y,Y,44796,CRMLSM,0.02,Medium,97046
CV23007911,SFR/D,330,Deborah CT  ,Upland,STD,1600000,460.17,5,4,0,3477,55,20000,12,Y,Y,44970,CRMLSM,0.02,Medium,82259
CV22108639,SFR/D,251 W,Tennyson ST  ,Upland,STD,1600000,243.05,6,5,1,6583,47,20009,270,Y,Y,45000,CRMLSM,0.025,Medium,82259
IG22181131,SFR/D,1137,Cleveland WAY  ,Corona,STD,1600000,315.52,5,5,1,5071,21,20909,182,Y,Y,45026,CRMLSM,0.02,Medium,95268
SW22063852,SFR/D,45550,Via Vaquero   ,Temecula,STD,1599000,343.65,4,3,0,4653,23,201683,4,Y,Y,44743,CRMLSM,0.025,Medium,103546
OC22077357,SFR/D,29610,Valle Olvera   ,Temecula,STD,1590000,502.85,4,4,0,3162,33,30928,8,Y,Y,44713,CRMLSM,0.02,Medium,103546
SW22169121,SFR/D,30620,Jedediah Smith RD  ,Temecula,STD,1590000,505.73,4,3,0,3144,24,100624,17,Y,Y,44852,CRMLSM,0.025,Medium,103546
SW22186665,SFR/D,40900,Via Los Altos   ,Temecula,STD,1585000,258.35,6,5,0,6135,32,24829,136,Y,Y,45019,CRMLSM,0.02,Medium,103546
CV23032682,SFR/D,5651,Capella PL  ,Rancho Cucamonga,STD,1585000,346.52,5,4,1,4574,9,23033,11,Y,N,45028,CRMLSM,0.02,Medium,97046
IV23025582,SFR/D,1769,Green Orchard PL  ,Riverside,STD,1582000,438.47,4,4,1,3608,9,100188,8,Y,Y,45019,CRMLSM,0.0225,Medium,76755
AR21240713,SFR/A,355,E 20th St   ,Upland,STD,1580000,328.41,5,4,1,4811,23,30000,75,Y,Y,44627,CRMLSM,0.02,Medium,82259
OC22026464,SFR/D,12331,Alamo DR  ,Rancho Cucamonga,STD,1580000,421.11,4,2,1,3752,5,10725,13,Y,N,44641,CRMLSM,0.02,Medium,97046
CV23047400,SFR/D,18385,Moss RD  ,Riverside,STD,1580000,394.9,5,4,1,4001,23,39204,10,Y,Y,45017,CRMLSM,0.0225,Medium,76755
TR21226220,SFR/D,5469,Canistel Ave   ,Rancho Cucamonga,STD,1578000,369.3,5,3,1,4273,33,21344,69,Y,N,44582,CRMLSM,0.02,Medium,97046
OC21163572,SFR/D,5771,Rolling Pasture PL  ,Rancho Cucamonga,STD,1575000,305.65,5,4,1,5153,17,20798,135,Y,N,44565,CRMLSM,0.02,Medium,97046
CV22005080,SFR/D,2543,Belleview RD  ,Upland,STD,1575000,352.98,4,4,1,4462,21,22705,2,Y,Y,44600,CRMLSM,0.02,Medium,82259
PW21261419,SFR/D,948,Mangrove CIR  ,Corona,STD,1575000,395.73,4,3,1,3980,23,22216,7,Y,Y,44628,CRMLSM,0.02,Medium,95268
CV22010467,SFR/D,1500,Valley DR  ,Norco,STD,1575000,338.42,6,4,0,4654,19,22216,7,Y,Y,44629,CRMLSM,0.02,Medium,115619
OC22053630,SFR/D,780 W,25th ST  ,Upland,REO,1575000,292.05,4,3,1,5393,37,26400,10,Y,Y,44663,CRMLSM,0.02,Medium,82259
CV22092722,SFR/D,5194,Birdsong PL  ,Rancho Cucamonga,STD,1575000,416.89,5,4,0,3778,19,20473,6,Y,Y,44725,CRMLSM,0.025,Medium,97046
CV22116500,SFR/D,3795,Valencia AVE  ,San Bernardino,STD,1575000,307.74,4,6,0,5118,29,72800,29,Y,Y,44803,CRMLSM,0.02,Medium,55372
SW22239600,SFR/D,40333,De Portola RD  ,Temecula,STD,1575000,375.54,5,3,1,4194,0,114563,82,Y,N,45030,CRMLSM,0.02,Medium,103546
SW22062493,SFR/D,32226,Pauba RD  ,Temecula,"STD,TRUS",1570000,364.27,5,3,1,4310,18,46609,2,N,Y,44666,CRMLSM,0.025,Medium,103546
IV23041075,SFR/D,18335,Newman Avenue   ,Riverside,STD,1565000,273.12,5,5,0,5730,15,39640,3,Y,Y,45043,CRMLSM,0.025,Medium,76755
IV22204782,SFR/D,102,Edgemont DR  ,Redlands,STD,1562500,286.17,5,5,1,5460,29,52707,8,Y,Y,44865,CRMLSM,0.02,Medium,87184
IG21224781,SFR/A,3727,Valley View AVE  ,Norco,STD,1561000,700.31,3,2,0,2229,66,82764,71,Y,N,44616,CRMLSM,0.02,Medium,115619
PW21185065,SFR/D,6332,Tribeca CT  ,Rancho Cucamonga,STD,1560000,348.6,5,4,1,4475,8,22570,38,Y,N,44600,CRMLSM,0.02,Medium,97046
EV22046672,SFR/D,5684,Morning Canyon WAY  ,Rancho Cucamonga,STD,1560000,503.23,5,3,0,3100,37,21400,9,Y,Y,44673,CRMLSM,0.02,Medium,97046
CV22099680,SFR/D,6264,Golden Trails AVE  ,Rancho Cucamonga,STD,1558888,368.79,4,4,1,4227,23,22365,6,Y,Y,44735,CRMLSM,0.02,Medium,97046
IV21249181,SFR/D,14224,Ashton LN  ,Riverside,STD,1555700,311.89,7,5,1,4988,24,39204,44,Y,Y,44595,CRMLSM,0.02,Medium,76755
OC22208321,SFR/D,13171,Harness DR  ,Rancho Cucamonga,STD,1555000,400.26,5,4,1,3885,17,30758,3,Y,N,44882,CRMLSM,0.025,Medium,97046
TR22131159,SFR/D,5483,Glen Ridge CT  ,Rancho Cucamonga,STD,1551000,332.98,5,4,1,4658,19,23087,2,Y,Y,44764,CRMLSM,0.02,Medium,97046
IV21226304,SFR/D,6199,Hawarden DR  ,Riverside,"STD,TRUS",1550000,298.88,3,2,1,5186,38,56192,43,Y,Y,44572,CRMLSM,0.025,Medium,76755
OC22002648,SFR/D,40175,Paseo Sereno   ,Temecula,STD,1550000,308.58,4,4,1,5023,33,45302,9,Y,Y,44635,CRMLSM,0.0225,Medium,103546
SW22029133,SFR/D,41750,Cajon Drive   ,Temecula,STD,1550000,826.67,4,2,1,1875,55,108900,4,Y,Y,44641,CRMLSM,0.0225,Medium,103546
CV22038235,SFR/D,2178 N,Euclid AVE  ,Upland,STD,1550000,400.72,4,4,1,3868,34,20800,2,Y,Y,44641,CRMLSM,0.02,Medium,82259
OC22056424,SFR/D,7964,Choi DR  ,Riverside,STD,1550000,449.93,4,3,1,3445,18,279655,0,Y,Y,44683,CRMLSM,0.025,Medium,76755
CV22058760,SFR/D,486,Canterbury CT  ,Upland,"STD,TRUS",1550000,457.09,4,3,1,3391,34,19845,4,Y,Y,44712,CRMLSM,0.02,Medium,82259
OC22112511,SFR/D,5198,Silver Mountain WAY  ,Rancho Cucamonga,STD,1550000,442.48,5,3,1,3503,38,23522,3,Y,N,44740,CRMLSM,0.025,Medium,97046
SW22105011,SFR/D,22366,Foxhall DR  ,Corona,STD,1550000,326.8,5,4,1,4743,17,15682,7,Y,Y,44741,CRMLSM,0.02,Medium,95268
CV22124751,SFR/D,450 W,25th ST  ,Upland,STD,1550000,346.29,7,4,0,4476,58,19200,5,Y,Y,44754,CRMLSM,0.02,Medium,82259
WS22094990,SFR/D,5739,Winchester CT  ,Rancho Cucamonga,STD,1550000,403.54,4,4,1,3841,3,11563,35,Y,Y,44763,CRMLSM,0.02,Medium,97046
IG22050337,SFR/D,17810,Wildwood Creek RD  ,Riverside,STD,1550000,457.9,4,3,1,3385,17,59242,55,Y,Y,44783,CRMLSM,0.025,Medium,76755
PW22154519,SFR/D,20491,Carancho RD  ,Temecula,STD,1550000,485.59,4,3,0,3192,24,385942,15,Y,Y,44803,CRMLSM,0.02,Medium,103546
CV22174153,SFR/D,2576,Euclid Crescent East   ,Upland,STD,1550000,400.93,4,4,1,3866,18,37100,13,Y,N,44841,CRMLSM,0.025,Medium,82259
IV22176174,SFR/D,4061,Judy CIR  ,Corona,STD,1550000,295.18,5,4,1,5251,18,29621,50,Y,Y,44862,CRMLSM,0.02,Medium,95268
WS22187016,SFR/D,6718,Etiwanda AVE  ,Rancho Cucamonga,STD,1550000,379.34,4,3,1,4086,24,20000,71,N,Y,44888,CRMLSM,0.02,Medium,97046
EV23069600,SFR/D,1514,Margarita DR  ,Redlands,STD,1550000,456.96,4,3,0,3392,64,24000,7,Y,Y,45045,CRMLSM,0.02,Medium,87184
IV23014451,SFR/D,5548,Compass PL  ,Rancho Cucamonga,STD,1549900,359.02,5,4,1,4317,9,23120,25,Y,N,45043,CRMLSM,0.02,Medium,97046
SW22235284,SFR/D,42626,De Luz RD  ,Temecula,"STD,TRUS",1549000,484.06,4,3,1,3200,40,225205,134,Y,N,45002,CRMLSM,0.025,Medium,103546
SW22096592,SFR/D,33425,Monte Verde RD  ,Temecula,STD,1535000,559.2,4,3,1,2745,24,196456,13,Y,Y,44728,CRMLSM,0.02,Medium,103546
OC22035283,SFR/D,3002,Vandermolen DR  ,Norco,STD,1530000,402.31,5,3,0,3803,17,20473,8,Y,Y,44659,CRMLSM,0.025,Medium,115619
SW22113180,SFR/D,39570,Parado Del Sol DR  ,Temecula,STD,1525000,443.96,3,3,0,3435,23,138521,0,Y,Y,44707,CRMLSM,0.02,Medium,103546
IV22216626,SFR/A,13348,Whitestone PL  ,Rancho Cucamonga,STD,1525000,384.23,5,4,0,3969,5,21295,41,Y,Y,44910,CRMLSM,0.015,Low,97046
CV22184462,SFR/D,12669,Churchill DR  ,Rancho Cucamonga,STD,1525000,305,5,5,1,5000,17,25026,99,Y,N,44931,CRMLSM,0.02,Medium,97046
TR22032341,SFR/D,12806,Bridge Water DR  ,Rancho Cucamonga,STD,1520000,304,5,5,1,5000,20,23001,1,Y,Y,44698,CRMLSM,0.0225,Medium,97046
IV22130454,SFR/D,8037,Choi DR  ,Riverside,STD,1520000,441.22,4,3,1,3445,18,113256,32,Y,Y,44834,CRMLSM,0.0225,Medium,76755
SW22066259,SFR/D,38388,Rock Creek CIR  ,Temecula,STD,1520000,349.02,7,6,0,4355,32,141134,186,Y,Y,44872,CRMLSM,0.025,Medium,103546
SW22137601,SFR/D,33755,Pauba RD  ,Temecula,STD,1520000,488.12,4,4,0,3114,36,218236,152,Y,Y,44915,CRMLSM,0.025,Medium,103546
MC22135660,SFR/D,33434,Wolfe ST  ,Temecula,"REO,AUC",1520000,220,5,5,2,6909,18,217800,161,Y,N,44916,CRMLSM,0.025,Medium,103546
OC22094540,SFR/D,6342,Carnaby CT  ,Rancho Cucamonga,STD,1519900,346.38,5,4,1,4388,7,21940,21,Y,N,44740,CRMLSM,0.02,Medium,97046
RS22128251,SFR/D,14082,Crystal View TER  ,Riverside,STD,1510000,433.29,4,2,2,3485,22,40946,33,Y,Y,44812,CRMLSM,0.02,Medium,76755
OC22218823,SFR/D,16391,Mariposa AVE  ,Riverside,STD,1505309,323.86,5,4,1,4648,0,41096,106,Y,N,45014,CRMLSM,0.03,High,76755
DW22068514,SFR/D,12498,High Horse Dr   ,Rancho Cucamonga,STD,1505000,434.22,4,3,1,3466,23,29621,6,Y,Y,44676,CRMLSM,0.02,Medium,97046
SW22051184,SFR/D,41480,Luz Del Sol   ,Temecula,STD,1505000,470.61,4,3,1,3198,43,43560,19,Y,Y,44693,CRMLSM,0.02,Medium,103546
MB21226626,SFR/D,44050,El Prado RD  ,Temecula,STD,1500000,294.12,4,4,0,5100,41,225205,74,Y,N,44568,CRMLSM,0.02,Medium,103546
CV22000828,SFR/D,5099,Lynwood CT  ,Rancho Cucamonga,STD,1500000,372.49,6,4,1,4027,11,12690,4,Y,N,44606,CRMLSM,0.02,Medium,97046
SW22004149,SFR/D,30375,Via El Delora   ,Temecula,STD,1500000,357.48,5,3,1,4196,20,60548,1,Y,Y,44614,CRMLSM,0.025,Medium,103546
IG22005655,SFR/D,9490,Pats Point DR  ,Corona,STD,1500000,214.29,4,5,1,7000,42,130680,11,Y,Y,44622,CRMLSM,0.02,Medium,95268
IG21215207,SFR/D,1016 W,Olive ST  ,Corona,STD,1500000,454.55,5,3,1,3300,96,28750,147,Y,N,44659,CRMLSM,0.02,Medium,95268
IV22093805,SFR/D,7380,Kingdom DR  ,Riverside,STD,1500000,408.39,3,5,0,3673,8,91476,12,Y,N,44728,CRMLSM,0.025,Medium,76755
EV22096463,SFR/A,527,Shadowbrook CT  ,Redlands,STD,1500000,316.32,5,4,1,4742,19,18799,12,Y,Y,44734,CRMLSM,0.02,Medium,87184
CV22089130,SFR/D,5039,Stillwater WAY  ,Rancho Cucamonga,STD,1500000,394.32,5,4,1,3804,12,10477,7,Y,N,44740,CRMLSM,0.02,Medium,97046
CV22101626,SFR/D,211,Emerson ST  ,Upland,STD,1500000,449.1,4,3,1,3340,50,20000,10,Y,Y,44747,CRMLSM,0.02,Medium,82259
NDP2203318,SFR/D,45789,Boulder WAY  ,Temecula,STD,1500000,331.93,5,4,0,4519,12,24829,53,Y,Y,44761,CRMLSP,0.025,Medium,103546
OC22136534,SFR/D,22305,Corte Bonita   ,Temecula,"STD,TRUS",1500000,425.41,4,3,1,3526,34,603742,5,Y,N,44764,CRMLSM,0.02,Medium,103546
IV22139702,SFR/D,40160,Via Verano   ,Temecula,STD,1500000,425.65,4,4,1,3524,37,260489,20,Y,Y,44792,CRMLSM,0.02,Medium,103546
IV22082967,SFR/D,5845,Beryl ST  ,Rancho Cucamonga,STD,1500000,786.16,3,3,0,1908,51,104544,94,Y,Y,44792,CRMLSM,0.025,Medium,97046
SW22095339,SFR/D,16823,Eagle Peak RD  ,Riverside,STD,1500000,395.57,5,4,0,3792,20,43996,64,Y,Y,44792,CRMLSM,0.02,Medium,76755
